کنه	2247	UserPOS
اول	421	UserPOS
اینکه	1556	UserPOS
میخوام	997	UserPOS
شما	4603	UserPOS
پسرهارو	1	UserPOS
ببرم	52	UserPOS
کرد	1568	UserPOS
بعد	1140	UserPOS
شهر	311	UserPOS
میرم	311	UserPOS
خوای	488	UserPOS
میگم	443	UserPOS
اینو	896	UserPOS
درستش	74	UserPOS
بهش	1166	UserPOS
پول	525	UserPOS
اسطبل	2	UserPOS
جدیدو	1	UserPOS
بده	1488	UserPOS
باید	4836	UserPOS
تیر	71	UserPOS
اندازی	16	UserPOS
همونجور	6	UserPOS
ویل	71	UserPOS
میگه	358	UserPOS
دلیجان	9	UserPOS
بیگزبای	1	UserPOS
میره	264	UserPOS
رئیس	238	UserPOS
دور	494	UserPOS
تا	3959	UserPOS
دورش	25	UserPOS
آهنه	2	UserPOS
چیزایی	199	UserPOS
بالاش	2	UserPOS
دوتا	198	UserPOS
شاتگان	6	UserPOS
زن	550	UserPOS
تیربار	2	UserPOS
میگذاشتی	1	UserPOS
هارو	60	UserPOS
دارم	2575	UserPOS
گرو	31	UserPOS
بذاریش	1	UserPOS
روزی	144	UserPOS
مثل	1511	UserPOS
شدی	389	UserPOS
اونوقت	98	UserPOS
میفهمی	67	UserPOS
هیچوقت	227	UserPOS
نمیشم	38	UserPOS
جای	416	UserPOS
پا	121	UserPOS
شروع	751	UserPOS
شد	1560	UserPOS
پاشین	2	UserPOS
یکی	1322	UserPOS
بره	314	UserPOS
پشت	370	UserPOS
وایسا	179	UserPOS
همین	1184	UserPOS
جا	556	UserPOS
بیا	1474	UserPOS
پایین	524	UserPOS
نیان	3	UserPOS
دنبالمون	16	UserPOS
بکش	227	UserPOS
بالا	671	UserPOS
صبح	364	UserPOS
بخیر	306	UserPOS
پینکرتون	5	UserPOS
چارلی	59	UserPOS
پرینسم	1	UserPOS
درباره	562	UserPOS
شنیدی	157	UserPOS
خوب	3879	UserPOS
جنده	121	UserPOS
گندی	12	UserPOS
اسمش	192	UserPOS
پرینسه	1	UserPOS
شنیدم	216	UserPOS
تویی	56	UserPOS
خانم	653	UserPOS
کوچولو	225	UserPOS
متنفرم	85	UserPOS
بایرون	13	UserPOS
مک	153	UserPOS
الروی	8	UserPOS
کی	1336	UserPOS
موهات	13	UserPOS
خاکستری	21	UserPOS
جهنم	136	UserPOS
بن	160	UserPOS
وید	56	UserPOS
اینا	281	UserPOS
چیزهایی	156	UserPOS
مصرفی	2	UserPOS
نداره	802	UserPOS
بگم	606	UserPOS
احتمالا	147	UserPOS
بی	936	UserPOS
ارزشتر	1	UserPOS
اونیه	15	UserPOS
بخوام	89	UserPOS
چیزی	2894	UserPOS
ازش	457	UserPOS
بدزدم	9	UserPOS
اگه	2483	UserPOS
منو	1854	UserPOS
بکشی	150	UserPOS
زودتر	78	UserPOS
بکن	172	UserPOS
تورو	193	UserPOS
خوام	847	UserPOS
بکشم	109	UserPOS
عوض	207	UserPOS
نمیشه	304	UserPOS
زنده	514	UserPOS
بمونم	115	UserPOS
میام	201	UserPOS
سراغت	9	UserPOS
مایوس	12	UserPOS
میشم	193	UserPOS
نیای	4	UserPOS
منفجر	61	UserPOS
بریم	1095	UserPOS
مال	476	UserPOS
بذارین	26	UserPOS
برید	333	UserPOS
عقب	255	UserPOS
بهشون	259	UserPOS
بگو	745	UserPOS
برن	102	UserPOS
یا	1714	UserPOS
مرد	1103	UserPOS
میمیره	55	UserPOS
عاقلانه	24	UserPOS
نیست	3169	UserPOS
رفیق	246	UserPOS
خیلی	4393	UserPOS
سریعه	8	UserPOS
تامی	57	UserPOS
نظر	816	UserPOS
میرسه	202	UserPOS
داخل	319	UserPOS
یود	3	UserPOS
هنوز	940	UserPOS
کاملا	425	UserPOS
نمرده	19	UserPOS
میدونم	654	UserPOS
بهت	1247	UserPOS
گفته	316	UserPOS
گروه	241	UserPOS
نداریم	202	UserPOS
بجز	42	UserPOS
چندتا	97	UserPOS
قانون	191	UserPOS
همچین	240	UserPOS
اتفاقی	556	UserPOS
میوفته	8	UserPOS
وقتی	1775	UserPOS
هممونو	1	UserPOS
خطر	132	UserPOS
ندازی	2	UserPOS
جوری	293	UserPOS
آروم	406	UserPOS
بیاین	141	UserPOS
گاوها	8	UserPOS
واسه	493	UserPOS
هستن	427	UserPOS
برگردن	12	UserPOS
مواظب	200	UserPOS
باش	1119	UserPOS
چوپان	5	UserPOS
ویده	1	UserPOS
باهاش	389	UserPOS
صحبت	931	UserPOS
میکنی	1041	UserPOS
چیزین	1	UserPOS
گاوهاتو	2	UserPOS
نمیخوام	238	UserPOS
ولی	1831	UserPOS
اسبها	14	UserPOS
لازمم	1	UserPOS
میسه	1	UserPOS
نمیخوای	88	UserPOS
بدی	691	UserPOS
احمق	304	UserPOS
اسبهارو	1	UserPOS
بگیر	373	UserPOS
بیگزبی	7	UserPOS
پیدا	1373	UserPOS
بچه	1517	UserPOS
ها	3755	UserPOS
دیر	222	UserPOS
آقای	1095	UserPOS
بتلفیلد	1	UserPOS
پینکرتونز	2	UserPOS
نمیکنه	117	UserPOS
بخاطر	397	UserPOS
همینه	138	UserPOS
دلار	234	UserPOS
میدن	128	UserPOS
بلند	263	UserPOS
وضعیت	129	UserPOS
هستین	83	UserPOS
بذا	1	UserPOS
پاهای	28	UserPOS
لعنتیم	6	UserPOS
وایسم	9	UserPOS
تخته	52	UserPOS
واسم	29	UserPOS
بیارین	27	UserPOS
بهتون	238	UserPOS
کمک	865	UserPOS
سمت	389	UserPOS
اینجا	3735	UserPOS
میومد	36	UserPOS
تنگه	6	UserPOS
باریک	12	UserPOS
مایل	82	UserPOS
تر	336	UserPOS
گیر	196	UserPOS
کرده	1261	UserPOS
بوسیله	49	UserPOS
خود	255	UserPOS
کجا	1001	UserPOS
فهمیدی	147	UserPOS
خودش	527	UserPOS
توی	1843	UserPOS
بار	513	UserPOS
قبلی	47	UserPOS
انداز	30	UserPOS
ماهر	19	UserPOS
مکزیکی	22	UserPOS
آپاچی	7	UserPOS
دیدم	393	UserPOS
خدا	697	UserPOS
دیدی	266	UserPOS
چیه	1535	UserPOS
هفت	112	UserPOS
تیرش	1	UserPOS
چرا	2068	UserPOS
نکردی	107	UserPOS
کلی	108	UserPOS
اسلحه	194	UserPOS
داشتن	164	UserPOS
آقا	307	UserPOS
گلوله	148	UserPOS
شلیک	303	UserPOS
میکردن	44	UserPOS
داریم	1192	UserPOS
تلف	57	UserPOS
میکنیم	400	UserPOS
درهرصورت	1	UserPOS
کجایی	76	UserPOS
هستی	1002	UserPOS
تام	97	UserPOS
کونراد	1	UserPOS
هممم	1	UserPOS
داره	2861	UserPOS
رفقای	9	UserPOS
ویسکی	16	UserPOS
بدین	162	UserPOS
کافه	17	UserPOS
تعطیله	8	UserPOS
سلامتی	69	UserPOS
نفری	22	UserPOS
امروز	530	UserPOS
دادیم	115	UserPOS
اینم	114	UserPOS
دارلین	1	UserPOS
خداحافظی	26	UserPOS
میکرد	159	UserPOS
بدیه	17	UserPOS
آیه	4	UserPOS
کسی	1366	UserPOS
دهانشو	1	UserPOS
بسته	176	UserPOS
دارد	105	UserPOS
زندگیشو	10	UserPOS
حفظ	77	UserPOS
میکند	14	UserPOS
اما	2654	UserPOS
لبانش	1	UserPOS
را	1985	UserPOS
باز	644	UserPOS
آن	362	UserPOS
باعث	344	UserPOS
تباهی	3	UserPOS
ویرانی	10	UserPOS
او	1207	UserPOS
آدم	519	UserPOS
ضعیفی	10	UserPOS
مرده	455	UserPOS
مینوشم	2	UserPOS
ساترلند	2	UserPOS
یورگنسن	1	UserPOS
کمپوس	1	UserPOS
جکسون	26	UserPOS
کینتر	1	UserPOS
نیستش	13	UserPOS
زودی	96	UserPOS
برمیگرده	28	UserPOS
میرن	62	UserPOS
مرز	23	UserPOS
رد	270	UserPOS
کنن	455	UserPOS
زیاد	437	UserPOS
نمیرم	31	UserPOS
منتظرت	31	UserPOS
میمونم	31	UserPOS
قبلا	310	UserPOS
جایی	437	UserPOS
آیا	528	UserPOS
ایرلندی	26	UserPOS
کور	22	UserPOS
لدویل	1	UserPOS
کردی	1227	UserPOS
خواننده	9	UserPOS
بودم	1047	UserPOS
زمان	420	UserPOS
بهترین	352	UserPOS
دوران	37	UserPOS
کل	121	UserPOS
زندگیم	113	UserPOS
نخونی	1	UserPOS
کردم	1905	UserPOS
سرفه	8	UserPOS
دکتر	460	UserPOS
بهم	827	UserPOS
گفت	734	UserPOS
هوای	75	UserPOS
خشک	54	UserPOS
دونی	590	UserPOS
قدری	8	UserPOS
نمیتونم	450	UserPOS
دختر	657	UserPOS
یادت	266	UserPOS
میاد	876	UserPOS
ولوت	2	UserPOS
هیچکس	175	UserPOS
فراموش	231	UserPOS
نمیکرد	16	UserPOS
جورایی	70	UserPOS
لاغر	14	UserPOS
میرسی	27	UserPOS
احساس	576	UserPOS
لاغری	4	UserPOS
دخترهای	15	UserPOS
یادم	194	UserPOS
مونه	79	UserPOS
چشای	4	UserPOS
سبز	64	UserPOS
داشته	1016	UserPOS
باشن	177	UserPOS
چشمای	12	UserPOS
درسته	1003	UserPOS
گفتن	157	UserPOS
اسبهامونو	1	UserPOS
دزدیدن	10	UserPOS
اسبهای	3	UserPOS
گه	81	UserPOS
مارو	165	UserPOS
خوان	89	UserPOS
حرف	949	UserPOS
زدنت	8	UserPOS
بجه	1	UserPOS
برین	111	UserPOS
کنید	1884	UserPOS
فشار	117	UserPOS
نیارین	1	UserPOS
هیچکدومشونو	2	UserPOS
قلم	13	UserPOS
بندازین	17	UserPOS
بذاریمتون	1	UserPOS
اسب	74	UserPOS
سواره	4	UserPOS
نظام	15	UserPOS
اومد	289	UserPOS
همونجوری	5	UserPOS
گفتم	673	UserPOS
آدمای	53	UserPOS
دلیجانه	2	UserPOS
تنها	844	UserPOS
مونده	128	UserPOS
مکلروی	1	UserPOS
صدامو	28	UserPOS
میشنوین	4	UserPOS
میشنوی	63	UserPOS
احتیاج	466	UserPOS
رسیدگی	40	UserPOS
کدام	39	UserPOS
رفتن	203	UserPOS
بنظر	108	UserPOS
رسید	150	UserPOS
دارن	541	UserPOS
کوچکی	23	UserPOS
جنوب	50	UserPOS
هستش	71	UserPOS
قشنگ	55	UserPOS
پو	1	UserPOS
ابلو	1	UserPOS
رودخانه	17	UserPOS
ریم	55	UserPOS
مردم	631	UserPOS
خوبی	671	UserPOS
شنیدن	24	UserPOS
سفید	85	UserPOS
دادن	268	UserPOS
آره	2668	UserPOS
تصور	182	UserPOS
مکزیک	15	UserPOS
دستش	81	UserPOS
دستمه	2	UserPOS
پیاده	122	UserPOS
روی	1001	UserPOS
تحت	171	UserPOS
تعقیب	77	UserPOS
نیستم	517	UserPOS
پنجره	78	UserPOS
پشتی	18	UserPOS
بپریم	6	UserPOS
دیوونه	208	UserPOS
سرقت	29	UserPOS
مسلحانه	8	UserPOS
بذارینش	5	UserPOS
میز	86	UserPOS
جایزه	66	UserPOS
بگیره	171	UserPOS
قرارداد	44	UserPOS
پینکرتونزه	1	UserPOS
خون	301	UserPOS
دادی	262	UserPOS
بدنته	2	UserPOS
درش	23	UserPOS
بیار	185	UserPOS
بدم	731	UserPOS
درد	171	UserPOS
بسیار	472	UserPOS
دفعه	155	UserPOS
اولی	45	UserPOS
خوردم	64	UserPOS
بگیرینش	15	UserPOS
لطفا	608	UserPOS
نزن	131	UserPOS
بالاخره	170	UserPOS
چه	2765	UserPOS
نوع	180	UserPOS
دکتری	6	UserPOS
خوبه	1415	UserPOS
بتونی	118	UserPOS
مریضت	3	UserPOS
دنبال	473	UserPOS
پولها	12	UserPOS
هالندر	4	UserPOS
حرکت	416	UserPOS
تاکر	25	UserPOS
رم	70	UserPOS
رستوران	46	UserPOS
حقی	4	UserPOS
نداشتی	27	UserPOS
منه	480	UserPOS
ممکن	110	UserPOS
اونز	1	UserPOS
مقدار	141	UserPOS
غرض	5	UserPOS
حقمه	2	UserPOS
غرامت	2	UserPOS
بگیرم	227	UserPOS
مخمصه	7	UserPOS
انداختی	48	UserPOS
آبو	1	UserPOS
بستی	9	UserPOS
چطور	767	UserPOS
انتظار	132	UserPOS
غرضمو	1	UserPOS
اگر	845	UserPOS
قبل	621	UserPOS
بیاد	345	UserPOS
طور	331	UserPOS
هر	1981	UserPOS
دلم	113	UserPOS
بخواد	91	UserPOS
خونت	24	UserPOS
وسایلتو	8	UserPOS
هست	1618	UserPOS
بهار	17	UserPOS
تونم	871	UserPOS
شرایط	67	UserPOS
تغییر	295	UserPOS
بعضی	361	UserPOS
وقتا	48	UserPOS
اونقدر	64	UserPOS
بزرگ	669	UserPOS
ببینه	111	UserPOS
چقدر	529	UserPOS
کوچکه	2	UserPOS
زمینت	3	UserPOS
بیشتر	835	UserPOS
ارزه	6	UserPOS
خارج	307	UserPOS
بشی	291	UserPOS
یکم	113	UserPOS
خمیده	3	UserPOS
رسی	23	UserPOS
اومدی	220	UserPOS
مار	15	UserPOS
بیدار	146	UserPOS
بکنی	269	UserPOS
نوشیدنی	112	UserPOS
خوری	35	UserPOS
ممنون	707	UserPOS
هاتو	14	UserPOS
گرفتی	152	UserPOS
همینطور	254	UserPOS
هامو	23	UserPOS
گرفتم	242	UserPOS
گاوهامو	1	UserPOS
کشتی	428	UserPOS
دلیل	194	UserPOS
مردن	94	UserPOS
حیوونای	5	UserPOS
دلارم	1	UserPOS
ارزن	2	UserPOS
حل	88	UserPOS
روز	941	UserPOS
کردنت	11	UserPOS
گیری	121	UserPOS
استخدام	26	UserPOS
شدم	582	UserPOS
نصف	115	UserPOS
روزت	6	UserPOS
وقط	2	UserPOS
پسر	789	UserPOS
هام	86	UserPOS
راست	282	UserPOS
گی	83	UserPOS
اونارم	1	UserPOS
چیز	1384	UserPOS
بخوای	145	UserPOS
واسش	16	UserPOS
بگیری	195	UserPOS
اضافه	77	UserPOS
عصبی	47	UserPOS
دستا	13	UserPOS
دستات	27	UserPOS
تاکراسلحشو	1	UserPOS
دستگیر	83	UserPOS
احتیاط	21	UserPOS
نفرین	81	UserPOS
روشه	3	UserPOS
بخند	6	UserPOS
تونی	607	UserPOS
کراولی	3	UserPOS
واگن	18	UserPOS
مطمئن	298	UserPOS
شو	539	UserPOS
هاشو	18	UserPOS
گرف	1	UserPOS
گرفتیم	62	UserPOS
دفتر	91	UserPOS
بینمت	84	UserPOS
ببرینش	7	UserPOS
حالا	2178	UserPOS
بکشیمش	10	UserPOS
درست	1165	UserPOS
بزنیم	115	UserPOS
سرش	100	UserPOS
فردا	278	UserPOS
آدماش	1	UserPOS
خواهند	97	UserPOS
کشت	94	UserPOS
دزدی	62	UserPOS
بیش	104	UserPOS
هزار	161	UserPOS
خسارت	18	UserPOS
تاخیر	14	UserPOS
انداختن	28	UserPOS
پاسیفیک	1	UserPOS
جنوبی	38	UserPOS
دادگاه	71	UserPOS
فدرال	33	UserPOS
مجرم	19	UserPOS
خواهد	467	UserPOS
شناخت	14	UserPOS
اعدام	31	UserPOS
انظار	6	UserPOS
عمومی	39	UserPOS
نمونه	65	UserPOS
تربیت	9	UserPOS
دیگران	87	UserPOS
اتفاق	402	UserPOS
بیوفته	6	UserPOS
توجه	199	UserPOS
کردید	147	UserPOS
جان	192	UserPOS
هایی	212	UserPOS
اشاره	45	UserPOS
نکرد	71	UserPOS
نفر	622	UserPOS
میتونی	574	UserPOS
باشی	749	UserPOS
خواین	26	UserPOS
مجروح	31	UserPOS
هستید	332	UserPOS
اومدم	182	UserPOS
مطمئنم	234	UserPOS
جهنمم	1	UserPOS
سالم	113	UserPOS
پاتر	92	UserPOS
نمیتونه	177	UserPOS
تیراندازی	38	UserPOS
هنگ	13	UserPOS
تیرانداز	12	UserPOS
شمال	68	UserPOS
جنگیدی	5	UserPOS
اسما	1	UserPOS
هستیم	468	UserPOS
شیکاگو	15	UserPOS
میدونیم	61	UserPOS
متشکرم	403	UserPOS
تموم	594	UserPOS
تشکر	67	UserPOS
آتش	179	UserPOS
گیره	79	UserPOS
مزرعه	61	UserPOS
منم	596	UserPOS
آنجا	58	UserPOS
میبینم	91	UserPOS
خواد	261	UserPOS
شیم	84	UserPOS
گروهش	7	UserPOS
سراغ	78	UserPOS
طعمه	35	UserPOS
هی	1377	UserPOS
بیای	141	UserPOS
کمکم	166	UserPOS
هرچیزی	35	UserPOS
زنت	24	UserPOS
پزه	1	UserPOS
بوی	113	UserPOS
سواری	31	UserPOS
پوکر	3	UserPOS
بازی	658	UserPOS
نکنم	117	UserPOS
بشمر	6	UserPOS
پیش	1021	UserPOS
خونوادم	3	UserPOS
باشم	590	UserPOS
برگردین	18	UserPOS
اولین	411	UserPOS
سورپریز	17	UserPOS
ناخوش	4	UserPOS
آیند	10	UserPOS
بگیرن	37	UserPOS
آدمشون	1	UserPOS
کجاست	485	UserPOS
سریعی	6	UserPOS
غروب	40	UserPOS
سنگر	12	UserPOS
ششم	12	UserPOS
تونه	398	UserPOS
انجان	2	UserPOS
امیدوارم	225	UserPOS
خودت	722	UserPOS
افتخار	122	UserPOS
وظیفمو	2	UserPOS
دادم	308	UserPOS
دکی	3	UserPOS
مرسی	80	UserPOS
پسرم	186	UserPOS
همیشه	1025	UserPOS
صبر	873	UserPOS
میکردیم	60	UserPOS
دعا	82	UserPOS
خونده	26	UserPOS
شه	440	UserPOS
یادگرفتن	3	UserPOS
آداب	11	UserPOS
دیگر	156	UserPOS
دخالت	24	UserPOS
کسانی	103	UserPOS
کشته	310	UserPOS
شدن	497	UserPOS
خونیم	6	UserPOS
عزیزم	844	UserPOS
دوست	1621	UserPOS
اونرو	35	UserPOS
بشنوم	47	UserPOS
خداوند	139	UserPOS
پدرما	1	UserPOS
مالک	17	UserPOS
نجات	412	UserPOS
دهنده	42	UserPOS
عشق	263	UserPOS
متشکریم	7	UserPOS
غذای	90	UserPOS
برکت	19	UserPOS
هستند	631	UserPOS
آمین	32	UserPOS
پدرم	214	UserPOS
بکشه	146	UserPOS
خرگوش	18	UserPOS
یاردی	4	UserPOS
بزنه	148	UserPOS
حیوان	30	UserPOS
تفاوت	25	UserPOS
انسان	163	UserPOS
نظرم	53	UserPOS
تفاوتی	14	UserPOS
بپرسیم	8	UserPOS
معدنچی	2	UserPOS
چیزیو	9	UserPOS
لیاقتشو	3	UserPOS
نداشتن	18	UserPOS
های	1766	UserPOS
دلها	1	UserPOS
سنجه	1	UserPOS
باترفیلد	12	UserPOS
غذا	235	UserPOS
میخورین	2	UserPOS
ازت	387	UserPOS
برام	336	UserPOS
تیکه	136	UserPOS
چربیشو	2	UserPOS
جدا	216	UserPOS
ندارم	499	UserPOS
غضروف	2	UserPOS
ممکنه	617	UserPOS
بپرسم	90	UserPOS
لنگی	1	UserPOS
نگو	119	UserPOS
ساکن	22	UserPOS
بودین	32	UserPOS
هفتم	19	UserPOS
تیراندازان	1	UserPOS
ماساچوست	3	UserPOS
ناحیه	19	UserPOS
کلمبیا	2	UserPOS
عنوان	209	UserPOS
پایتخت	7	UserPOS
آمریکا	84	UserPOS
حمایت	68	UserPOS
خورد	115	UserPOS
بریده	30	UserPOS
سرخ	28	UserPOS
پوست	55	UserPOS
هیچی	454	UserPOS
گرفته	297	UserPOS
باشند	128	UserPOS
بدونن	25	UserPOS
سانفرانسیسکو	12	UserPOS
بودی	491	UserPOS
براتون	130	UserPOS
ترجیح	84	UserPOS
میدم	502	UserPOS
نزنیم	2	UserPOS
نبودی	63	UserPOS
میشناسم	60	UserPOS
ناخداست	2	UserPOS
زیباترین	10	UserPOS
چشم	240	UserPOS
سبزترین	1	UserPOS
تابحال	27	UserPOS
هات	108	UserPOS
عمیقا	9	UserPOS
خیره	41	UserPOS
رنگ	67	UserPOS
دریا	75	UserPOS
اسمت	85	UserPOS
طوری	134	UserPOS
نبود	469	UserPOS
خطرناکه	52	UserPOS
خطرناک	71	UserPOS
یعنی	335	UserPOS
فکرتو	4	UserPOS
هیچکدام	13	UserPOS
کمتر	96	UserPOS
کنند	518	UserPOS
توانند	17	UserPOS
فوق	141	UserPOS
العاده	150	UserPOS
گاو	23	UserPOS
چاق	53	UserPOS
حتی	672	UserPOS
میتونیم	259	UserPOS
بخاری	4	UserPOS
قطارها	3	UserPOS
ببینیم	129	UserPOS
چیزها	141	UserPOS
آینده	189	UserPOS
نمیتونیم	107	UserPOS
وجود	764	UserPOS
بیاریم	54	UserPOS
ببخشید	578	UserPOS
دقیقه	485	UserPOS
زیاده	58	UserPOS
قاتله	12	UserPOS
دانیل	72	UserPOS
شایستگی	6	UserPOS
عدالت	32	UserPOS
بیارم	166	UserPOS
کم	544	UserPOS
ایمان	132	UserPOS
امشب	340	UserPOS
نرم	32	UserPOS
جور	269	UserPOS
میدونه	137	UserPOS
خسته	148	UserPOS
ببینم	506	UserPOS
گرسنه	61	UserPOS
اند	234	UserPOS
اونطوری	33	UserPOS
نیستی	280	UserPOS
سال	698	UserPOS
پام	31	UserPOS
ایستاده	31	UserPOS
ام	644	UserPOS
منتظر	305	UserPOS
کمکی	90	UserPOS
بکنه	177	UserPOS
شنود	4	UserPOS
مشکلی	297	UserPOS
نکنید	96	UserPOS
بله	1840	UserPOS
قربان	693	UserPOS
باهات	218	UserPOS
بیام	210	UserPOS
نمیتونی	246	UserPOS
میتونم	528	UserPOS
سالته	25	UserPOS
سریع	253	UserPOS
بهتری	101	UserPOS
مجروحه	1	UserPOS
سنگین	23	UserPOS
بحث	67	UserPOS
لازم	269	UserPOS
ربطی	61	UserPOS
زندانی	84	UserPOS
زنی	155	UserPOS
شاشی	2	UserPOS
نفس	152	UserPOS
کشی	64	UserPOS
بگیم	74	UserPOS
فهمی	95	UserPOS
کانتنشن	9	UserPOS
رسونیم	2	UserPOS
زاریمت	1	UserPOS
قطار	74	UserPOS
یوما	9	UserPOS
نباید	373	UserPOS
شدیم	232	UserPOS
دونم	772	UserPOS
بینمتون	18	UserPOS
مهمان	29	UserPOS
نوازی	4	UserPOS
بتونم	174	UserPOS
شوهرتو	1	UserPOS
برگردونم	24	UserPOS
منظور	50	UserPOS
برگردونه	17	UserPOS
خواست	179	UserPOS
انگشتشم	1	UserPOS
نمیاره	14	UserPOS
کارهاشو	1	UserPOS
دهند	31	UserPOS
پدرت	169	UserPOS
سرباز	92	UserPOS
وظیفه	80	UserPOS
بودید	77	UserPOS
وارد	321	UserPOS
ارتش	118	UserPOS
لینکون	1	UserPOS
شدید	96	UserPOS
داوطلب	33	UserPOS
هردوش	5	UserPOS
یرای	2	UserPOS
گارد	14	UserPOS
ایالت	47	UserPOS
سربازهای	6	UserPOS
دولت	75	UserPOS
آنها	257	UserPOS
نیروهای	36	UserPOS
بومی	8	UserPOS
نظامی	49	UserPOS
احضار	17	UserPOS
کردند	281	UserPOS
محافظت	149	UserPOS
واشنگتن	32	UserPOS
صدمه	149	UserPOS
خانواده	320	UserPOS
کفش	31	UserPOS
براق	7	UserPOS
اونجاست	138	UserPOS
شایدم	48	UserPOS
طبیعت	59	UserPOS
آدماست	2	UserPOS
اینطوری	199	UserPOS
متولد	47	UserPOS
شویم	33	UserPOS
زندگی	1167	UserPOS
شرافتمند	3	UserPOS
ساختم	22	UserPOS
کامل	194	UserPOS
شدیدی	17	UserPOS
قبول	242	UserPOS
بخواب	70	UserPOS
وبدهی	1	UserPOS
ازدواج	304	UserPOS
میگذاره	5	UserPOS
میدونی	853	UserPOS
قاتل	129	UserPOS
دزد	73	UserPOS
بشیم	183	UserPOS
اندازه	313	UserPOS
کافی	308	UserPOS
خوش	483	UserPOS
شانس	200	UserPOS
همسری	5	UserPOS
بهتر	389	UserPOS
رفتار	172	UserPOS
لباس	255	UserPOS
زیبا	176	UserPOS
براش	207	UserPOS
وادارش	7	UserPOS
سخت	224	UserPOS
شرط	118	UserPOS
بندم	44	UserPOS
واقعا	1293	UserPOS
زیبایی	80	UserPOS
بوده	615	UserPOS
همسرم	44	UserPOS
خفه	247	UserPOS
کلمه	118	UserPOS
دربارش	47	UserPOS
زبانتو	2	UserPOS
ببینمش	31	UserPOS
شیفت	9	UserPOS
گمان	52	UserPOS
خواسته	91	UserPOS
ایه	69	UserPOS
کمی	250	UserPOS
آرام	46	UserPOS
تخت	68	UserPOS
خوابیده	53	UserPOS
مجبور	193	UserPOS
بمونی	102	UserPOS
حرومزاده	139	UserPOS
بسه	159	UserPOS
کافیه	138	UserPOS
دفن	21	UserPOS
وقتشو	5	UserPOS
قبر	15	UserPOS
بهتره	397	UserPOS
سوار	154	UserPOS
